section,Section/ station,Line,Otheraffectedlines,From,To,Duration
KYJ-QLN,OCR-KPY,UP,NULL,22:25,1:45,3:20
KYJ-QLN,KPY-STKT,UP,NULL,22:25,1:45,3:20
KYJ-QLN,STKT-PRND,UP,NULL,22:25,1:45,3:20
KYJ-QLN,PRND-QLN,UP,NULL,22:25,1:45,3:20
KYJ-QLN,KYJ-YD,UP,NULL,22:25,1:45,3:20
KYJ-QLN,OCR-YD,UP,NULL,22:25,1:45,3:20
KYJ-QLN,KPY-YD,UP,NULL,22:25,1:45,3:20
KYJ-QLN,STKT-YD,UP,NULL,22:25,1:45,3:20
KYJ-QLN,PRND-YD,UP,NULL,22:25,1:45,3:20
KYJ-QLN,OLN-YD,UP,NULL,22:25,1:45,3:20
QLN-TVC,QLN-PVU,DN,NULL,22:40,1:40,3:00
QLN-TVC,PVU-VAK,DN,NULL,22:40,1:40,3:00
QLN-TVC,VAK-KVU,DN,NULL,22:40,1:40,3:00
QLN-TVC,KVU-MQU,DN,NULL,22:40,1:40,3:00
QLN-TVC,MQU-KZK,DN,NULL,22:40,1:40,3:00
QLN-TVC,KZK-TVCN,DN,NULL,22:40,1:40,3:00
QLN-TVC,TVCN-TVC,DN,NULL,22:40,1:40,3:00
QLN-TVC,QLN-YD,DN,NULL,22:40,1:40,3:00
QLN-TVC,PVU-YD,DN,NULL,22:40,1:40,3:00
QLN-TVC,VAK-YD,DN,NULL,22:40,1:40,3:00
QLN-TVC,KVU-YD,DN,NULL,22:40,1:40,3:00
QLN-TVC,MQU-YD,DN,NULL,22:40,1:40,3:00
QLN-TVC,KZK-YD,DN,NULL,22:40,1:40,3:00
QLN-TVC,KCVL-YD,DN,NULL,22:40,1:40,3:00
QLN-TVC,TVC-YD,DN,NULL,22:40,1:40,3:00
QLN-TVC,QLN-PVU,UP,NULL,21:05,0:05,3:00
QLN-TVC,PVU-VAK,UP,NULL,21:05,0:05,3:00
QLN-TVC,VAK-KVU,UP,NULL,21:05,0:05,3:00
QLN-TVC,KVU-MQU,UP,NULL,21:05,0:05,3:00
QLN-TVC,MQU-KZK,UP,NULL,21:05,0:05,3:00
QLN-TVC,KZK-TVCN,UP,NULL,21:05,0:05,3:00
QLN-TVC,TVCN-TVC,UP,NULL,21:05,0:05,3:00
QLN-TVC,QLN-YD,UP,NULL,21:05,0:05,3:00
QLN-TVC,PVU-YD,UP,NULL,21:05,0:05,3:00
QLN-TVC,VAK-YD,UP,NULL,21:05,0:05,3:00
QLN-TVC,KVU-YD,UP,NULL,21:05,0:05,3:00
QLN-TVC,MQU-YD,UP,NULL,21:05,0:05,3:00
QLN-TVC,KZK-YD,UP,NULL,21:05,0:05,3:00
QLN-TVC,KCVL-YD,UP,NULL,21:05,0:05,3:00
QLN-TVC,TVC-YD,UP,NULL,21:05,0:05,3:00
TVC-NCJ,TVC-TVCS,Single ,NULL,23:30,2:30,3:00
TVC-NCJ,TVCS-NYY,Single ,NULL,23:30,2:30,3:00
TVC-NCJ,NYY-PASA,Single ,NULL,23:30,2:30,3:00
TVC-NCJ,PASA-KZT,Single ,NULL,23:30,2:30,3:00
TVC-NCJ,KZT-ERL,Single ,NULL,23:30,2:30,3:00
TVC-NCJ,ERL-NJT,Single ,NULL,23:30,2:30,3:00
TVC-NCJ,TVC-YD,Single ,NULL,23:30,2:30,3:00
TVC-NCJ,NEM-YD,Single ,NULL,23:30,2:30,3:00
TVC-NCJ,NYY-YD,Single ,NULL,23:30,2:30,3:00
TVC-NCJ,PASA-YD,Single ,NULL,23:30,2:30,3:00
TVC-NCJ,KZT-YD,Single ,NULL,23:30,2:30,3:00
TVC-NCJ,ERL-YD,Single ,NULL,23:30,2:30,3:00
TVC-NCJ,NJT-NCJ,UP,NULL,23:00,2:20,3:20
TVC-NCJ,NJT-NCJ,DN,NULL,23:00,2:00,3:00
TVC-NCJ,NCJ-YD,UP,NULL,23:00,2:20,3:20
TVC-NCJ,NJT-YD,DN,NULL,23:00,2:00,3:00
TVC-NCJ,NCJ-YD,DN,NULL,23:00,2:00,3:00
TVC-NCJ,NJT-YD,UP,NULL,23:00,2:20,3:20
NCJ-TEN,NCJ-AAY,DN,NULL,9:40,12:40,3:00
NCJ-TEN,AAY-NPK,DN,NULL,9:40,12:40,3:00
NCJ-TEN,NPK-VLY,DN,NULL,9:40,12:40,3:00
NCJ-TEN,VLY-NNN,DN,NULL,9:40,12:40,3:00
NCJ-TEN,NNN-MP,DN,NULL,9:40,12:40,3:00
NCJ-TEN,MP-TEN,DN,NULL,9:40,12:40,3:00
NCJ-TEN,NCJ-YD,DN,NULL,9:40,12:40,3:00
NCJ-TEN,AAY-YD,DN,NULL,9:40,12:40,3:00
NCJ-TEN,NPK-YD,DN,NULL,9:40,12:40,3:00
NCJ-TEN,VLY-YD,DN,NULL,9:40,12:40,3:00
NCJ-TEN,NNN-YD,DN,NULL,9:40,12:40,3:00
NCJ-TEN,MP-YD,DN,NULL,9:40,12:40,3:00
NCJ-TEN,TEN-YD,DN,NULL,9:40,12:40,3:00
NCJ-TEN,NCJ-AAY,UP,NULL,13:00,16:00,3:00
NCJ-TEN,AAY-NPK,UP,NULL,13:00,16:00,3:00
NCJ-TEN,NPK-VLY,UP,NULL,13:00,16:00,3:00
NCJ-TEN,VLY-NNN,UP,NULL,13:00,16:00,3:00
NCJ-TEN,NNN-MP,UP,NULL,13:00,16:00,3:00
NCJ-TEN,MP-TEN,UP,NULL,13:00,16:00,3:00
NCJ-TEN,NCJ-YD,UP,NULL,13:00,16:00,3:00
NCJ-TEN,AAY-YD,UP,NULL,13:00,16:00,3:00
NCJ-TEN,NPK-YD,UP,NULL,13:00,16:00,3:00
NCJ-TEN,VLY-YD,UP,NULL,13:00,16:00,3:00
NCJ-TEN,NNN-YD,UP,NULL,13:00,16:00,3:00
NCJ-TEN,MP-YD,UP,NULL,13:00,16:00,3:00
NCJ-TEN,TEN-YD,UP,NULL,13:00,16:00,3:00
NCJ-CAPE,NCJ-CAPE,UP,NULL,0:00,3:00,3:00
NCJ-CAPE,NCJ-YD,UP,NULL,0:00,3:00,3:00
NCJ-CAPE,CAPE-YD,UP,NULL,0:00,3:00,3:00
NCJ-CAPE,NCJ-CAPE,DN,NULL,0:00,3:00,3:00
NCJ-CAPE,NCJ-YD,DN,NULL,0:00,3:00,3:00
NCJ-CAPE,CAPE-YD,DN,NULL,0:00,3:00,3:00
ERS-ALLP-KYJ,ERS-KUMM,Single ,NULL,23:00,1:45,2:45
ERS-ALLP-KYJ,KUMM-TUVR,Single ,NULL,23:00,1:45,2:45
ERS-ALLP-KYJ,TUVR-SRTL,Single ,NULL,23:00,1:45,2:45
ERS-ALLP-KYJ,SRTL-MAKM,Single ,NULL,23:00,1:45,2:45
ERS-ALLP-KYJ,MAKM-ALLP,Single ,NULL,23:00,1:45,2:45
ERS-ALLP-KYJ,ALLP-AMPA,Single ,NULL,23:00,1:45,2:45
ERS-ALLP-KYJ,AMPA-HAD,UP,NULL,13:00,16:00,3:00
ERS-ALLP-KYJ,HAD-CHPD,UP,NULL,13:00,16:00,3:00
ERS-ALLP-KYJ,CHPD-KYJ,UP,NULL,13:00,16:00,3:00
ERS-ALLP-KYJ,AMPA-HAD,DN,NULL,7:00,10:00,3:00
ERS-ALLP-KYJ,HAD-CHPD,DN,NULL,7:00,10:00,3:00
ERS-ALLP-KYJ,CHPD-KYJ,DN,NULL,7:00,10:00,3:00
ERS-ALLP-KYJ,ERS-YD,Single ,NULL,23:00,1:45,2:45
ERS-ALLP-KYJ,KUMM-YD,Single ,NULL,23:00,1:45,2:45
ERS-ALLP-KYJ,TUVR-YD,Single ,NULL,23:00,1:45,2:45
ERS-ALLP-KYJ,SRTL-YD,Single ,NULL,23:00,1:45,2:45
ERS-ALLP-KYJ,MAKM-YD,Single ,NULL,23:00,1:45,2:45
ERS-ALLP-KYJ,ALLP-YD,Single ,NULL,23:00,1:45,2:45
ERS-ALLP-KYJ,AMPA-YD,UP,NULL,13:00,16:00,3:00
ERS-ALLP-KYJ,HAD-YD,UP,NULL,13:00,16:00,3:00
ERS-ALLP-KYJ,CHPD-YD,UP,NULL,13:00,16:00,3:00
ERS-ALLP-KYJ,KYJ-YD,UP,NULL,13:00,16:00,3:00
ERS-ALLP-KYJ,AMPA-YD,DN,NULL,7:00,10:00,3:00
ERS-ALLP-KYJ,HAD-YD,DN,NULL,7:00,10:00,3:00
ERS-ALLP-KYJ,CHPD-YD,DN,NULL,7:00,10:00,3:00
ERS-ALLP-KYJ,KYJ-YD,DN,NULL,7:00,10:00,3:00
