section,Section/ station,Line,Otheraffectedlines,From,To,Duration
ED-PTJ,SNO-SUU,UP,NULL,9:30,12:30,3:00
ED-PTJ,SUU-IGU,UP,NULL,9:30,12:30,3:00
ED-PTJ,IGU-PLMD,UP,NULL,10:05,11:50,1:45
ED-PTJ,IGU-PTJ,Single,NULL,10:05,11:50,1:45
ED-PTJ,PLMD-CBF,UP,NULL,10:05,11:50,1:45
ED-PTJ,CBF-CBE,UP,NULL,10:05,11:50,1:45
ED-PTJ,CBE-PTJ,UP,NULL,9:55,10:55,1:00
ED-PTJ,TPM-YD ,DN,NULL,12:50,14:50,2:00
ED-PTJ,PY-YD ,DN,NULL,12:50,14:50,2:00
ED-PTJ,IGR-YD ,DN,NULL,12:50,14:50,2:00
ED-PTJ,UKL-YD,DN,NULL,12:50,14:50,2:00
ED-PTJ,TUP-YD,DN,NULL,12:50,14:50,2:00
ED-PTJ,VZ-YD,DN,NULL,13:40,15:40,2:00
ED-PTJ, VNJ-YD,DN,NULL,13:40,15:40,2:00
ED-PTJ, SUU-YD ,DN,NULL,13:40,15:40,2:00
ED-PTJ,SNO-YD,DN,NULL,13:40,15:40,2:00
ED-PTJ,IGU-YD ,DN,NULL,13:40,15:40,2:00
ED-PTJ,PLMD-YD ,DN,NULL,15:40,17:40,2:00
ED-PTJ,CBF-YD ,DN,NULL,15:40,17:40,2:00
ED-PTJ,CBE-YD,DN,NULL,14:15,17:15,3:00
ED-PTJ, PTJ-YD,DN,NULL,16:45,18:00,1:15
ED-PTJ,TPM-YD ,UP,NULL,10:00,13:00,3:00
ED-PTJ,PY-YD ,UP,NULL,10:00,13:00,3:00
ED-PTJ,IGR-YD ,UP,NULL,10:00,13:00,3:00
ED-PTJ,UKL-YD,UP,NULL,10:00,13:00,3:00
ED-PTJ,TUP-YD,UP,NULL,9:30,12:30,3:00
ED-PTJ,VZ-YD,UP,NULL,9:30,12:30,3:00
ED-PTJ, VNJ-YD,UP,NULL,9:30,12:30,3:00
ED-PTJ, SUU-YD ,UP,NULL,9:30,12:30,3:00
ED-PTJ,SNO-YD,UP,NULL,9:30,12:30,3:00
ED-PTJ,IGU-YD ,UP,NULL,10:05,11:50,1:45
ED-PTJ,PLMD-YD ,UP,NULL,10:05,11:50,1:45
ED-PTJ,CBF-YD ,UP,NULL,10:05,11:50,1:45
ED-PTJ,CBE-YD,UP,NULL,9:55,10:55,1:00
ED-PTJ, PTJ-YD,UP,NULL,9:55,10:55,1:00
ED-TP,ED-CVD,Single,NULL,11:30,14:00,2:30
ED-TP,CVD-PAS,Single,NULL,11:30,14:00,2:30
ED-TP,PAS-URL,Single,NULL,11:30,14:00,2:30
ED-TP,URL-KMD,Single,NULL,11:30,14:00,2:30
ED-TP,KMD-PGR,Single,NULL,7:10,9:10,2:00
ED-TP,PGR-MPLM,Single,NULL,7:10,9:10,2:00
ED-TP,MPLM-KRR,Single,NULL,7:10,9:10,2:00
ED-TP,KRR-VRQ,Single,NULL,0:30,2:30,2:00
ED-TP,VRQ-MYU,Single,NULL,0:30,2:30,2:00
ED-TP,MYU-MMH,Single,NULL,0:30,2:30,2:00
ED-TP,MMH-LP,Single,NULL,0:30,2:30,2:00
ED-TP,LP-KLT,Single,NULL,0:30,2:30,2:00
ED-TP,KLT-PLI,Single,NULL,0:30,2:30,2:00
ED-TP,PLI-PGN,Single,NULL,0:00,3:00,3:00
ED-TP,PGN-EL,Single,NULL,0:00,3:00,3:00
ED-TP,EL-MTNL,Single,NULL,0:00,3:00,3:00
ED-TP,MTNL-TP,Single,NULL,0:00,3:00,3:00
ED-TP,ED-YD,Single,NULL,11:30,14:00,2:30
ED-TP,CVD-YD,Single,NULL,11:30,14:00,2:30
ED-TP,PAS-YD,Single,NULL,11:30,14:00,2:30
ED-TP,URL-YD,Single,NULL,11:30,14:00,2:30
ED-TP,KMD-YD,Single,NULL,7:10,9:10,2:00
ED-TP,PGR-YD,Single,NULL,7:10,9:10,2:00
ED-TP,MPLM-YD,Single,NULL,7:10,9:10,2:00
ED-TP,KRR-YD,Single,NULL,0:30,2:30,2:00
ED-TP,VRQ-YD,Single,NULL,0:30,2:30,2:00
ED-TP,MYU-YD,Single,NULL,0:30,2:30,2:00
ED-TP,MMH-YD,Single,NULL,0:30,2:30,2:00
ED-TP,LP-YD,Single,NULL,0:30,2:30,2:00
ED-TP,KLT-YD,Single,NULL,0:30,2:30,2:00
ED-TP,PLI-YD,Single,NULL,0:00,3:00,3:00
ED-TP,PGN-YD,Single,NULL,0:00,3:00,3:00
ED-TP,EL-YD,Single,NULL,0:00,3:00,3:00
ED-TP,MTNL-YD,Single,NULL,0:00,3:00,3:00
KRR-DG,KKR-VEI,Single,NULL,7:15,11:15,4:00
KRR-DG,VEI-PALM,Single,NULL,7:15,11:15,4:00
KRR-DG,PALM-EDU,Single,NULL,7:15,11:15,4:00
KRR-DG,EDU-DG,Single,NULL,7:15,11:15,4:00
KRR-DG,KKR-YD,Single,NULL,7:15,11:15,4:00
KRR-DG,VEI-YD,Single,NULL,7:15,11:15,4:00
KRR-DG,PALM-YD,Single,NULL,7:15,11:15,4:00
KRR-DG,EDU-YD,Single,NULL,7:15,11:15,4:00
SA-VRI,SA-SAMT,Single,NULL,18:30,21:30,3:00
SA-VRI,SAMT-SXT,Single,NULL,18:30,21:30,3:00
SA-VRI,SXT-MPLI,Single,NULL,18:30,21:30,3:00
SA-VRI,MPLI-ETP,Single,NULL,18:30,21:30,3:00
SA-VRI,ETP-ATU,Single,NULL,18:30,21:30,3:00
SA-VRI,ATU-CHSM,Single,NULL,7:35,11:35,4:00
SA-VRI,CHSM-PRV,Single,NULL,7:35,11:35,4:00
SA-VRI,PRV-MKSP,Single,NULL,7:35,11:35,4:00
SA-VRI,MKSP-VRI,Single,NULL,7:35,11:35,4:00
SA-VRI,SA-YD,Single,NULL,7:15,11:15,4:00
SA-VRI,SAMT-YD,Single,NULL,18:30,21:30,3:00
SA-VRI,SXT-YD,Single,NULL,18:30,21:30,3:00
SA-VRI,MPLI-YD,Single,NULL,18:30,21:30,3:00
SA-VRI,ETP-YD,Single,NULL,18:30,21:30,3:00
SA-VRI,ATU-YD,Single,NULL,18:30,21:30,3:00
SA-VRI,CHSM-YD,Single,NULL,7:35,11:35,4:00
SA-VRI,PRV-YD,Single,NULL,7:35,11:35,4:00
SA-VRI,MKSP-YD,Single,NULL,7:35,11:35,4:00
SA-MTDM,SA-MGSJ,DN,NULL,13:10,16:50,3:40
SA-MTDM,SA-MGSJ New,Single,NULL,13:10,16:50,3:40
SA-MTDM,MGSJ-OML,DN,NULL,7:30,11:30,4:00
SA-MTDM,OML-MCRD ,DN,NULL,7:30,11:30,4:00
SA-MTDM,MCRD-MTDM,DN,NULL,7:30,11:30,4:00
SA-MTDM,MTDM-MTPP,DN,NULL,7:30,11:30,4:00
SA-MTDM,SA-YD,DN,NULL,13:10,16:50,3:40
SA-MTDM,MGSJ-YD,DN,NULL,7:30,11:30,4:00
SA-MTDM,OML-YD,DN,NULL,7:30,11:30,4:00
SA-MTDM,MCRD-YD,DN,NULL,7:30,11:30,4:00
SA-MTDM,MTDM-YD,DN,NULL,7:30,11:30,4:00
SA-MTDM,MTPP-YD,DN,NULL,7:30,11:30,4:00
SA-MTDM,SA-MGSJ,UP,NULL,11:50,14:50,3:00
SA-MTDM,SA-MGSJ New,Single,NULL,11:50,14:50,3:00
SA-MTDM,MGSJ-OML,UP,NULL,4:00,10:00,6:00
SA-MTDM,OML-MCRD ,UP,NULL,4:00,10:00,6:00
SA-MTDM,MCRD-MTDM,UP,NULL,4:00,10:00,6:00
SA-MTDM,MTDM-MTPP,UP,NULL,4:00,10:00,6:00
SA-MTDM,SA-YD,UP,NULL,4:00,10:00,6:00
SA-MTDM,MGSJ-YD,UP,NULL,4:00,10:00,6:00
SA-MTDM,OML-YD,UP,NULL,4:00,10:00,6:00
SA-MTDM,MCRD-YD,UP,NULL,4:00,10:00,6:00
SA-MTDM,MTDM-YD,UP,NULL,4:00,10:00,6:00
SA-MTDM,MTPP-YD,UP,NULL,4:00,10:00,6:00
SA-KRR,SA-MALR,Single,NULL,9:50,12:50,3:00
SA-KRR,MALR-RASP,Single,NULL,9:50,12:50,3:00
SA-KRR,RASP-KLGN,Single,NULL,9:50,12:50,3:00
SA-KRR,KLGN-NMKL,Single,NULL,9:50,12:50,3:00
SA-KRR,NMKL-MONR,Single,NULL,8:50,12:00,3:10
SA-KRR,MONR-KRR,Single,NULL,8:50,12:00,3:10
SA-KRR,SA-YD,Single,NULL,9:50,12:50,3:00
SA-KRR,MALR-YD,Single,NULL,9:50,12:50,3:00
SA-KRR,RASP-YD,Single,NULL,9:50,12:50,3:00
SA-KRR,KLGN-YD,Single,NULL,9:50,12:50,3:00
SA-KRR,NMKL-YD,Single,NULL,8:50,12:00,3:10
SA-KRR,MONR-YD,Single,NULL,8:50,12:00,3:10
SA-KRR,KRR-YD,Single,NULL,8:50,12:00,3:10
CBE-MTP,CBE-CBF,Single,NULL,13:40,15:40,2:00
CBE-MTP,CBF-KAY,Single,NULL,13:40,15:40,2:00
CBE-MTP,KAY-MTP,Single,NULL,13:40,15:40,2:00
CBE-MTP,CBE-YD,Single,NULL,13:40,15:40,2:00
CBE-MTP,CBF-YD,Single,NULL,13:40,15:40,2:00
CBE-MTP,KAY-YD,Single,NULL,13:40,15:40,2:00
CBE-MTP,MTP-YD,Single,NULL,13:40,15:40,2:00
MTP-UAM,MTP-QLR,Single,NULL,0:00,4:00,4:00
MTP-UAM,QLR-HLG,Single,NULL,0:00,4:00,4:00
MTP-UAM,HLG-ONR,Single,NULL,0:00,4:00,4:00
MTP-UAM,ONR-WEL,Single,NULL,0:00,4:00,4:00
MTP-UAM,WEL-AVK,Single,NULL,0:00,4:00,4:00
MTP-UAM,AVK-KXT,Single,NULL,0:00,4:00,4:00
MTP-UAM,KXT-LOV,Single,NULL,0:00,4:00,4:00
MTP-UAM,LOV-UAM,Single,NULL,0:00,4:00,4:00
MTP-UAM,MTP-YD,Single,NULL,0:00,4:00,4:00
MTP-UAM,QLR-YD,Single,NULL,0:00,4:00,4:00
MTP-UAM,HLG-YD,Single,NULL,0:00,4:00,4:00
MTP-UAM,ONR-YD,Single,NULL,0:00,4:00,4:00
MTP-UAM,WEL-YD,Single,NULL,0:00,4:00,4:00
MTP-UAM,AVK-YD,Single,NULL,0:00,4:00,4:00
MTP-UAM,KXT-YD,Single,NULL,0:00,4:00,4:00
MTP-UAM,LOV-YD,Single,NULL,0:00,4:00,4:00
MTP-UAM,UAM-YD,Single,NULL,0:00,4:00,4:00
PTJ-CNV,PTJ-CNV,Single,NULL,0:00,4:00,4:00
PTJ-CNV,CNV-YD,Single,NULL,0:00,4:00,4:00
PTJ-CNV,PTJ-YD,Single,NULL,0:00,4:00,4:00
PTJ-SRR,PTJ-MDKI,B,NULL,3:15,6:15,3:00
PTJ-SRR,MDKI-ETMD,B,NULL,3:15,6:15,3:00
PTJ-SRR,ETMD-WRA,B,NULL,3:15,6:15,3:00
PTJ-SRR,WRA-CLMD,B,NULL,3:15,6:15,3:00
PTJ-SRR,CLMD-KJKD,B,NULL,3:15,6:15,3:00
PTJ-SRR,KJKD-KTKU,B,NULL,3:15,6:15,3:00
PTJ-SRR,KTKU-PGT,B,NULL,3:15,6:15,3:00
PTJ-SRR,PTJ-MDKI,A,NULL,18:55,21:55,3:00
PTJ-SRR,MDKI-ETMD,A,NULL,18:55,21:55,3:00
PTJ-SRR,ETMD-WRA,A,NULL,18:55,21:55,3:00
PTJ-SRR,WRA-CLMD,A,NULL,18:55,21:55,3:00
PTJ-SRR,CLMD-KJKD,A,NULL,18:55,21:55,3:00
PTJ-SRR,KJKD-KTKU,A,NULL,18:55,21:55,3:00
PTJ-SRR,KTKU-PGT,A,NULL,18:55,21:55,3:00
PTJ-SRR,PGT-PLL,UP,NULL,5:20,8:20,3:00
PTJ-SRR,PLL-LDY,UP,NULL,5:20,8:20,3:00
PTJ-SRR,LDY-OTP,UP,NULL,5:20,8:20,3:00
PTJ-SRR,OTP-MNUR,UP,NULL,5:20,8:20,3:00
PTJ-SRR,MNUR-SRR A,UP,NULL,5:20,8:20,3:00
PTJ-SRR,SRR A-SRR,UP,NULL,5:20,8:20,3:00
PTJ-SRR,PGT-PLL,DN,NULL,18:40,21:40,3:00
PTJ-SRR,PLL-LDY,DN,NULL,18:40,21:40,3:00
PTJ-SRR,LDY-OTP,DN,NULL,18:40,21:40,3:00
PTJ-SRR,OTP-MNUR,DN,NULL,18:40,21:40,3:00
PTJ-SRR,MNUR-SRR A,DN,NULL,18:40,21:40,3:00
PTJ-SRR,SRR A-SRR,DN,NULL,18:40,21:40,3:00
PTJ-SRR,MDKI-YD,A,NULL,18:55,21:55,3:00
PTJ-SRR,WRA-YD,A,NULL,18:55,21:55,3:00
PTJ-SRR,CLMD-YD,A,NULL,18:55,21:55,3:00
PTJ-SRR,KJKD-YD,A,NULL,18:55,21:55,3:00
PTJ-SRR,PGT-YD,A,NULL,18:55,21:55,3:00
PTJ-SRR,MDKI-YD,B,NULL,18:55,21:55,3:00
PTJ-SRR,WRA-YD,B,NULL,18:55,21:55,3:00
PTJ-SRR,CLMD-YD,B,NULL,18:55,21:55,3:00
PTJ-SRR,KJKD-YD,B,NULL,18:55,21:55,3:00
PTJ-SRR,PGT-YD,B,NULL,18:55,21:55,3:00
PTJ-SRR,PLL-YD,UP,NULL,5:20,8:20,3:00
PTJ-SRR,LDY-YD,UP,NULL,5:20,8:20,3:00
PTJ-SRR,OTP-YD,UP,NULL,5:20,8:20,3:00
PTJ-SRR,MNUR-YD,UP,NULL,5:20,8:20,3:00
PTJ-SRR,SRR A-YD,UP,NULL,5:20,8:20,3:00
PTJ-SRR,PGT-YD,DN,NULL,18:40,21:40,3:00
PTJ-SRR,PLL-YD,DN,NULL,18:40,21:40,3:00
PTJ-SRR,LDY-YD,DN,NULL,18:40,21:40,3:00
PTJ-SRR,OTP-YD,DN,NULL,18:40,21:40,3:00
PTJ-SRR,MNUR-YD,DN,NULL,18:40,21:40,3:00
PTJ-SRR,SRR A-YD,DN,NULL,18:40,21:40,3:00
SRR-CLT,SRR-KRKD,UP,NULL,0:00,3:00,3:00
SRR-CLT,KRKD-PTB,UP,NULL,0:00,3:00,3:00
SRR-CLT,PTB-PUM,UP,NULL,0:00,3:00,3:00
SRR-CLT,PUM-KTU,UP,NULL,0:00,3:00,3:00
SRR-CLT,KTU-TUA,UP,NULL,0:00,3:00,3:00
SRR-CLT,TUA-TIR,UP,NULL,0:00,3:00,3:00
SRR-CLT,TIR-TA,UP,NULL,0:00,3:00,3:00
SRR-CLT,TA-PGI,UP,NULL,0:00,3:00,3:00
SRR-CLT,PGI-KN,UP,NULL,0:00,3:00,3:00
SRR-CLT,KN-FK,UP,NULL,0:00,3:00,3:00
SRR-CLT,FK-KUL,UP,NULL,0:00,3:00,3:00
SRR-CLT,KUL-CLT,UP,NULL,0:00,3:00,3:00
SRR-CLT,SRR-YD,UP,NULL,0:00,3:00,3:00
SRR-CLT,KRKD-YD,UP,NULL,0:00,3:00,3:00
SRR-CLT,PTB-YD,UP,NULL,0:00,3:00,3:00
SRR-CLT,KTU-YD,UP,NULL,0:00,3:00,3:00
SRR-CLT,TUA-YD,UP,NULL,0:00,3:00,3:00
SRR-CLT,TIR-YD,UP,NULL,0:00,3:00,3:00
SRR-CLT,TA-YD,UP,NULL,0:00,3:00,3:00
SRR-CLT,PGI-YD,UP,NULL,0:00,3:00,3:00
SRR-CLT,KN-YD,UP,NULL,0:00,3:00,3:00
SRR-CLT,FK-YD,UP,NULL,0:00,3:00,3:00
SRR-CLT,KUL-YD,UP,NULL,0:00,3:00,3:00
SRR-CLT,CLT-YD,UP,NULL,0:00,3:00,3:00
SRR-CLT,SRR-KRKD,DN,NULL,17:20,20:20,3:00
SRR-CLT,KRKD-PTB,DN,NULL,17:20,20:20,3:00
SRR-CLT,PTB-PUM,DN,NULL,17:20,20:20,3:00
SRR-CLT,PUM-KTU,DN,NULL,17:20,20:20,3:00
SRR-CLT,KTU-TUA,DN,NULL,17:20,20:20,3:00
SRR-CLT,TUA-TIR,DN,NULL,17:20,20:20,3:00
SRR-CLT,TIR-TA,DN,NULL,17:20,20:20,3:00
SRR-CLT,TA-PGI,DN,NULL,17:20,20:20,3:00
SRR-CLT,PGI-KN,DN,NULL,17:20,20:20,3:00
SRR-CLT,KN-FK,DN,NULL,17:20,20:20,3:00
SRR-CLT,FK-KUL,DN,NULL,17:20,20:20,3:00
SRR-CLT,KUL-CLT,DN,NULL,17:20,20:20,3:00
SRR-CLT,SRR-YD,DN,NULL,17:20,20:20,3:00
SRR-CLT,KRKD-YD,DN,NULL,17:20,20:20,3:00
SRR-CLT,PTB-YD,DN,NULL,17:20,20:20,3:00
SRR-CLT,KTU-YD,DN,NULL,17:20,20:20,3:00
SRR-CLT,TUA-YD,DN,NULL,17:20,20:20,3:00
SRR-CLT,TIR-YD,DN,NULL,17:20,20:20,3:00
SRR-CLT,TA-YD,DN,NULL,17:20,20:20,3:00
SRR-CLT,PGI-YD,DN,NULL,17:20,20:20,3:00
SRR-CLT,KN-YD,DN,NULL,17:20,20:20,3:00
SRR-CLT,FK-YD,DN,NULL,17:20,20:20,3:00
SRR-CLT,KUL-YD,DN,NULL,17:20,20:20,3:00
SRR-CLT,CLT-YD,DN,NULL,17:20,20:20,3:00
CLT-CAN,CLT-WH,DN,NULL,19:00,22:00,3:00
CLT-CAN,WH-ETR,DN,NULL,19:00,22:00,3:00
CLT-CAN,ETR-QLD,DN,NULL,19:00,22:00,3:00
CLT-CAN,QLD-TKT,DN,NULL,19:00,22:00,3:00
CLT-CAN,TKT-BDJ,DN,NULL,19:00,22:00,3:00
CLT-CAN,BDJ-MHE,DN,NULL,19:00,22:00,3:00
CLT-CAN,MHE-TLY,DN,NULL,19:00,22:00,3:00
CLT-CAN,TLY-ETK,DN,NULL,19:00,22:00,3:00
CLT-CAN,ETK-CS,DN,NULL,19:00,22:00,3:00
CLT-CAN,CS-CAN,DN,NULL,19:00,22:00,3:00
CLT-CAN,WH-YD,DN,NULL,19:00,22:00,3:00
CLT-CAN,ETR-YD,DN,NULL,19:00,22:00,3:00
CLT-CAN,QLD-YD,DN,NULL,19:00,22:00,3:00
CLT-CAN,TKT-YD,DN,NULL,19:00,22:00,3:00
CLT-CAN,BDJ-YD,DN,NULL,19:00,22:00,3:00
CLT-CAN,MAHE-YD,DN,NULL,19:00,22:00,3:00
CLT-CAN,TLY-YD,DN,NULL,19:00,22:00,3:00
CLT-CAN,ETK-YD,DN,NULL,19:00,22:00,3:00
CLT-CAN,CS-YD,DN,NULL,19:00,22:00,3:00
CLT-CAN,CAN-YD,DN,NULL,19:00,22:00,3:00
CLT-CAN,CLT-WH,UP,NULL,22:25,1:25,3:00
CLT-CAN,WH-ETR,UP,NULL,22:25,1:25,3:00
CLT-CAN,ETR-QLD,UP,NULL,22:25,1:25,3:00
CLT-CAN,QLD-TKT,UP,NULL,22:25,1:25,3:00
CLT-CAN,TKT-BDJ,UP,NULL,22:25,1:25,3:00
CLT-CAN,BDJ-MHE,UP,NULL,22:25,1:25,3:00
CLT-CAN,MHE-TLY,UP,NULL,22:25,1:25,3:00
CLT-CAN,TLY-ETK,UP,NULL,22:25,1:25,3:00
CLT-CAN,ETK-CS,UP,NULL,22:25,1:25,3:00
CLT-CAN,CS-CAN,UP,NULL,22:25,1:25,3:00
CLT-CAN,WH-YD,UP,NULL,22:25,1:25,3:00
CLT-CAN,ETR-YD,UP,NULL,22:25,1:25,3:00
CLT-CAN,QLD-YD,UP,NULL,22:25,1:25,3:00
CLT-CAN,TKT-YD,UP,NULL,22:25,1:25,3:00
CLT-CAN,BDJ-YD,UP,NULL,22:25,1:25,3:00
CLT-CAN,MAHE-YD,UP,NULL,22:25,1:25,3:00
CLT-CAN,TLY-YD,UP,NULL,22:25,1:25,3:00
CLT-CAN,ETK-YD,UP,NULL,22:25,1:25,3:00
CLT-CAN,CS-YD,UP,NULL,22:25,1:25,3:00
CLT-CAN,CAN-YD,UP,NULL,22:25,1:25,3:00
CAN-MAJN,CAN-VAPM,DN,NULL,20:00,23:00,3:00
CAN-MAJN,VAPM-KPQ,DN,NULL,20:00,23:00,3:00
CAN-MAJN,KPQ-PAZ,DN,NULL,20:00,23:00,3:00
CAN-MAJN,PAZ-PAY,DN,NULL,20:00,23:00,3:00
CAN-MAJN,PAY-CHV,DN,NULL,20:00,23:00,3:00
CAN-MAJN,CHV-NLE,DN,NULL,20:00,23:00,3:00
CAN-MAJN,NLE-KZE,DN,NULL,20:00,23:00,3:00
CAN-MAJN,KZE-KQK,DN,NULL,20:00,23:00,3:00
CAN-MAJN,KQK-KGQ,DN,NULL,20:00,23:00,3:00
CAN-MAJN,KGQ-KMQ,DN,NULL,20:00,23:00,3:00
CAN-MAJN,KMQ-MJS,DN,NULL,20:00,23:00,3:00
CAN-MAJN,MJS-ULL,DN,NULL,20:00,23:00,3:00
CAN-MAJN,ULL-NTVT,DN,NULL,20:00,23:00,3:00
CAN-MAJN,NTVT-MAQ,DN,NULL,20:00,23:00,3:00
CAN-MAJN,MAQ-NTVT,DN,NULL,21:00,0:00,3:00
CAN-MAJN,NTVT-MAJN,DN,NULL,22:00,1:00,3:00
CAN-MAJN,VAPM-YD,DN,NULL,22:00,1:00,3:00
CAN-MAJN,KPQ-YD,DN,NULL,22:00,1:00,3:00
CAN-MAJN,PAZ-YD,DN,NULL,22:00,1:00,3:00
CAN-MAJN,PAY-YD,DN,NULL,22:00,1:00,3:00
CAN-MAJN,CHV-YD,DN,NULL,22:00,1:00,3:00
CAN-MAJN,NLE-YD,DN,NULL,22:00,1:00,3:00
CAN-MAJN,KZE-YD,DN,NULL,22:00,1:00,3:00
CAN-MAJN,KQK-YD,DN,NULL,22:00,1:00,3:00
CAN-MAJN,KGQ-YD,DN,NULL,22:00,1:00,3:00
CAN-MAJN,KMQ-YD,DN,NULL,22:00,1:00,3:00
CAN-MAJN,MJS-YD,DN,NULL,22:00,1:00,3:00
CAN-MAJN,ULL-YD,DN,NULL,22:00,1:00,3:00
CAN-MAJN,NTVT-YD,DN,NULL,22:00,1:00,3:00
CAN-MAJN,MAQ-YD,DN,NULL,22:00,1:00,3:00
CAN-MAJN,MAJN-YD,DN,NULL,22:00,1:00,3:00
CAN-MAJN,CAN-VAPM,UP,NULL,20:15,23:15,3:00
CAN-MAJN,VAPM-KPQ,UP,NULL,20:15,23:15,3:00
CAN-MAJN,KPQ-PAZ,UP,NULL,20:15,23:15,3:00
CAN-MAJN,PAZ-PAY,UP,NULL,20:15,23:15,3:00
CAN-MAJN,PAY-CHV,UP,NULL,20:15,23:15,3:00
CAN-MAJN,CHV-NLE,UP,NULL,20:15,23:15,3:00
CAN-MAJN,NLE-KZE,UP,NULL,20:15,23:15,3:00
CAN-MAJN,KZE-KQK,UP,NULL,20:15,23:15,3:00
CAN-MAJN,KQK-KGQ,UP,NULL,20:15,23:15,3:00
CAN-MAJN,KGQ-KMQ,UP,NULL,20:15,23:15,3:00
CAN-MAJN,KMQ-MJS,UP,NULL,20:15,23:15,3:00
CAN-MAJN,MJS-ULL,UP,NULL,20:15,23:15,3:00
CAN-MAJN,ULL-NTVT,UP,NULL,20:15,23:15,3:00
CAN-MAJN,NTVT-MAQ,UP,NULL,20:15,23:15,3:00
CAN-MAJN,MAQ-NTVT,UP,NULL,20:15,23:15,3:00
CAN-MAJN,NTVT-MAJN,UP,NULL,20:15,23:15,3:00
CAN-MAJN,VAPM-YD,UP,NULL,20:15,23:15,3:00
CAN-MAJN,KPQ-YD,UP,NULL,20:15,23:15,3:00
CAN-MAJN,PAZ-YD,UP,NULL,20:15,23:15,3:00
CAN-MAJN,PAY-YD,UP,NULL,20:15,23:15,3:00
CAN-MAJN,CHV-YD,UP,NULL,20:15,23:15,3:00
CAN-MAJN,NLE-YD,UP,NULL,20:15,23:15,3:00
CAN-MAJN,KZE-YD,UP,NULL,20:15,23:15,3:00
CAN-MAJN,KQK-YD,UP,NULL,20:15,23:15,3:00
CAN-MAJN,KGQ-YD,UP,NULL,20:15,23:15,3:00
CAN-MAJN,KMQ-YD,UP,NULL,20:15,23:15,3:00
CAN-MAJN,MJS-YD,UP,NULL,20:15,23:15,3:00
CAN-MAJN,ULL-YD,UP,NULL,20:15,23:15,3:00
CAN-MAJN,NTVT-YD,UP,NULL,20:15,23:15,3:00
CAN-MAJN,MAQ-YD,UP,NULL,20:15,23:15,3:00
CAN-MAJN,MAJN-YD,UP,NULL,20:15,23:15,3:00
MAQ-TOK,MAQ-NTVT*,Single ,NULL,23:00,2:00,3:00
MAQ-TOK,NTVT-MAJN,UP,NULL,23:00,2:00,3:00
MAQ-TOK,MAJN-PADIL,UP,NULL,23:00,2:00,3:00
MAQ-TOK,PADIL-JOKATTE,UP,NULL,23:00,2:00,3:00
MAQ-TOK,JOKATTE-TOK,Single,NULL,23:00,2:00,3:00
MAQ-TOK,NTVT-MAJN,DN,NULL,23:00,2:00,3:00
MAQ-TOK,MAJN-PADIL,DN,NULL,23:00,2:00,3:00
MAQ-TOK,PADIL-JOKATTE,DN,NULL,23:00,2:00,3:00
SRR-NIL,SRR-AAM,Single,NULL,23:00,2:00,3:00
SRR-NIL,AAM-VNB,Single,NULL,23:00,2:00,3:00
SRR-NIL,VNB-NIL,Single,NULL,23:00,2:00,3:00
SRR-NIL,AAM-YD,Single,NULL,23:00,2:00,3:00
SRR-NIL,VNB-YD,Single,NULL,23:00,2:00,3:00
SRR-NIL,NIL-YD,Single,NULL,23:00,2:00,3:00
PGT-PGTN-POY,PGT-PGTN,Single,NULL,16:30,19:30,3:00
PGT-PGTN-POY,PGTN-PDGM,Single,NULL,16:30,19:30,3:00
PGT-PGTN-POY,PDGM-KLGD,Single,NULL,16:30,19:30,3:00
PGT-PGTN-POY,KLGD-MMDA,Single,NULL,16:30,19:30,3:00
PGT-PGTN-POY,MMDA-MXM,Single,NULL,16:30,19:30,3:00
PGT-PGTN-POY,MXM-POY,Single,NULL,16:30,19:30,3:00
PGT-PGTN-POY,PGTN-YD,Single,NULL,16:30,19:30,3:00
PGT-PGTN-POY,PDGM-YD,Single,NULL,16:30,19:30,3:00
PGT-PGTN-POY,KLGD-YD,Single,NULL,16:30,19:30,3:00
PGT-PGTN-POY,MMDA-YD,Single,NULL,16:30,19:30,3:00
PGT-PGTN-POY,MXM-YD,Single,NULL,16:30,19:30,3:00
PGT-PGTN-POY,POY-YD,Single,NULL,16:30,19:30,3:00
POY-CNV,POY-CNV,Single,NULL,16:00,19:00,3:00
POY-CNV,CNV-YD,Single,NULL,16:00,19:00,3:00
TPJ-VM,TPJ-GOC,DN,NULL,10:30,13:30,3:00
TPJ-VM,GOC-TPTN,DN,NULL,10:20,13:25,3:05
TPJ-VM,SRGM-VLDE,DN,NULL,10:10,13:15,3:05
TPJ-VM,VLDE-LLI,DN,NULL,10:05,13:10,3:05
TPJ-VM,LLI-PMB,DN,NULL,10:00,13:05,3:05
TPJ-VM,PMB-KKPM,DN,NULL,9:55,13:00,3:05
TPJ-VM,KKPM-KLGM,DN,NULL,9:45,12:50,3:05
TPJ-VM,KLGM-SLTH,DN,NULL,9:40,12:45,3:05
TPJ-VM,SLTH-ALU,DN,NULL,9:35,12:40,3:05
TPJ-VM,ALU-OTK,DN,NULL,9:30,12:35,3:05
TPJ-VM,OTK-SNDI,DN,NULL,9:25,12:30,3:05
TPJ-VM,SNDI-MTUR,DN,NULL,9:20,12:25,3:05
TPJ-VM,MTUR-ICG ,DN,NULL,9:15,12:20,3:05
TPJ-VM,ICG-TLNR,DN,NULL,9:05,12:10,3:05
